2,1.5,1,10,150000,10
1.5,1.5,1,10,150000,10
2.5,1.5,1,10,150000,10
3.0,1.5,1,10,150000,10
2,1.0,1,10,150000,10
2,0.5,1,10,150000,10
2.5,0.5,1,10,150000,10
2.5,1.0,1,10,150000,10
3.0,0.5,1,10,150000,10
3.0,1.0,1,10,150000,10
1.5,0.5,1,10,150000,10
1.5,1.0,1,10,150000,10
2,1.5,1,5,150000,10
2,1.5,5,10,150000,10
2,1.5,1,10,50000,10
2,1.5,1,10,100000,10
2,1.5,1,10,150000,20
2,1.5,1,10,150000,30
2,1.5,1,10,0,10
2,1.5,1,10,150000,0


